Date,Year,Month,Circle,Monument,Domestic_Visitors,Foreign_Visitors
2010-03-01,2010,March,Bhubaneswar,"Sun Temple, Konark",124997,331
2010-03-01,2010,March,Bhubaneswar,Ancient Remains on both Udaigiri & Khandagiri Hills,18433,147
2010-03-01,2010,March,Bhubaneswar,Rajarani Temple,1028,30
2010-03-01,2010,March,Bhubaneswar,The Hill Containing Many Valuable Sculptures and Images Ratnagiri,2348,38
2010-03-01,2010,March,Bhubaneswar,Ruins of Buddhist Temples and Images lalitgiri,2582,22
2010-03-01,2010,March,Aurangabad,Ajanta Caves,18669,1085
2010-03-01,2010,March,Aurangabad,Ellora Caves,84743,1441
2010-03-01,2010,March,Aurangabad,Tomb of Rabia Durani (Bibi ka Maqbara),60618,519
2010-03-01,2010,March,Aurangabad,Daulatabad Fort,26956,299
2010-03-01,2010,March,Aurangabad,Pandulena Caves,10714,59
2010-03-01,2010,March,Aurangabad,Aurangabad Caves,9343,138
2010-03-01,2010,March,Mumbai,Elephanta Caves,36197,1996
2010-03-01,2010,March,Mumbai,Buddhist Caves Kanheri,25432,766
2010-03-01,2010,March,Mumbai,Shaniwarwada,58977,444
2010-03-01,2010,March,Mumbai,Aga  Khan Palace Building,12479,525
2010-03-01,2010,March,Mumbai,"Cave, Temple and Inscriptions, Junaar, Lenyadri",23500,6
2010-03-01,2010,March,Mumbai,"Caves, Temples and inscriptions Karla",11299,106
2010-03-01,2010,March,Mumbai,"Cave Temple & Inscriptions, Bhaja",5273,122
2010-03-01,2010,March,Mumbai,Raigad Fort,12242,4
2010-03-01,2010,March,Mumbai,"Kolaba Fort, Alibag",5971,5
2010-03-01,2010,March,Mumbai,"Old Fort, Sholapur",3954,2
2010-03-01,2010,March,Mumbai,"Janjira Fort, Murd",15786,9
2010-03-01,2010,March,Mumbai,Kondiote Caves,2771,39
2010-03-01,2010,March,Mumbai,Lohgad Fort,10383,37
2010-03-01,2010,March,Nagpur,Gawilgarh Fort,2866,0
2010-03-01,2010,March,Nagpur,"Ancient Buddhist Remains comprising monastery stupa, rock sculptures, inscriptions ect Mansur",89,3
2010-03-01,2010,March,Chandigarh,Suraj Kund,4955,3
2010-03-01,2010,March,Chandigarh,Sheikh Chilli's Tomb,2565,2
2010-03-01,2010,March,Delhi,Khan-I-Khana,116,2
2010-03-01,2010,March,Delhi,Sultanghari Tomb,36,0
2010-03-01,2010,March,Delhi,Tughluqabad,4448,53
2010-03-01,2010,March,Delhi,Red Fort,126934,5271
2010-03-01,2010,March,Delhi,Humayun Tomb,42774,13143
2010-03-01,2010,March,Delhi,Qutub Minar,117019,14587
2010-03-01,2010,March,Delhi,Hauzkhas,9861,177
2010-03-01,2010,March,Delhi,Jantar Mantar,13502,432
2010-03-01,2010,March,Delhi,Safdarjung Tomb,4283,938
2010-03-01,2010,March,Delhi,Kotla Feroz Shah,5767,52
2010-03-01,2010,March,Delhi,Purana Qila,42772,354
2010-03-01,2010,March,Guwahati,Ahom Raja's Palace,2362,9
2010-03-01,2010,March,Guwahati,"Kareghar of Ahom Kings, Sibasagar",8063,38
2010-03-01,2010,March,Guwahati,"Ranghar Pavillion, Jaisagar",4150,32
2010-03-01,2010,March,Guwahati,Bishnudol,1387,7
2010-03-01,2010,March,Guwahati,"Group of four MaidansCharaideo, Sibasagar",1311,8
2010-03-01,2010,March,Goa,Upper Fort Aguada,56239,543
2010-03-01,2010,March,Hyderabad,Charminar,66818,452
2010-03-01,2010,March,Hyderabad,Golconda,83469,1053
2010-03-01,2010,March,Hyderabad,Warangal,6237,18
2010-03-01,2010,March,Jaipur,Ancient Site Bhangarh,10046,99
2010-03-01,2010,March,Jaipur,Baori at Abhaneri,3791,4865
2010-03-01,2010,March,Jaipur,Deeg Bhawan,1941,72
2010-03-01,2010,March,Jodhpur,Chittaurgarh Fort,38491,1034
2010-03-01,2010,March,Jodhpur,Kumbhalgarh Fort,30371,687
2010-03-01,2010,March,Jodhpur,Marble Pavillion and balustrade on the Ana Sagar bund and ruins of the marble Hammam Behind the Ana sagar Bund,15050,6
2010-03-01,2010,March,Leh,Ancient Palace Leh,3345,334
2010-03-01,2010,March,Patna,"Remains of Patliputra Site of Mauryan Palace, Kumrahar",6188,11
2010-03-01,2010,March,Patna,"Ancient site of Vaishali, Kolhua",5101,737
2010-03-01,2010,March,Patna,Excavated Remains at Nalanda,27608,1697
2010-03-01,2010,March,Patna,Ancient Site of Vikramshila Antichak,4232,28
2010-03-01,2010,March,Patna,Sher Shah's Tomb,13583,9
2010-03-01,2010,March,Raipur,Temple of Laxman and Old sites including sculptures sirpur,4157,6
2010-03-01,2010,March,Shimla,"Ruined Fort, kangra",4806,92
2010-03-01,2010,March,Shimla,Rock-cut Temples and Sculptures,4398,102
2010-03-01,2010,March,Srinagar,"Palace Complex at Ramnagar, Distt. Udhampur",343,0
2010-03-01,2010,March,Srinagar,"Avantiswamin Temple, Avantipur, District Pulwama",605,1
2010-03-01,2010,March,Srinagar,"Group of Temples at kiramchi, District Udhampur",337,0
2010-03-01,2010,March,Amaravati,Amaravati mahastupa,538,19
2010-03-01,2010,March,Amaravati,Undavalli caves,6265,28
2010-03-01,2010,March,Amaravati,Nagarjuna Kunda,1049,1
2010-03-01,2010,March,Amaravati,Chandragiri Monument,5544,5
2010-03-01,2010,March,Amaravati,"Buddhist Remains on hill top at Guntupalli, W.G.District",1446,5
2010-04-01,2010,April,Agra,Taj Mahal,160538,23390
2010-04-01,2010,April,Agra,Agra Fort,50135,11909
2010-04-01,2010,April,Agra,Fatehpur Sikri,13918,5659
2010-04-01,2010,April,Agra,Akbar Tomb Sikandra,8508,728
2010-04-01,2010,April,Agra,Mariam tomb Sikandra,687,12
2010-04-01,2010,April,Agra,Itimad-ud-Daulah-Tomb,5096,3173
2010-04-01,2010,April,Agra,Ram Bagh,3123,13
2010-04-01,2010,April,Agra,Mehtab Bagh,5465,1907
2010-04-01,2010,April,Agra,Mausoleum,14537,384
2010-04-01,2010,April,Lucknow,Site of Sahet mahet,2992,546
2010-04-01,2010,April,Lucknow,Residency Building,3918,113
2010-04-01,2010,April,Lucknow,Piprahwa & Ganwaria,1289,104
2010-04-01,2010,April,Jhansi,"Gupta Temple & Varah Temple, Deogarh",51,1
2010-04-01,2010,April,Jhansi,Kalinjar Fort,3235,5
2010-04-01,2010,April,Jhansi,Rani Lakshmi Bai Mahal,639,2
2010-04-01,2010,April,Jhansi,Rani Jhansi Fort,13606,26
2010-04-01,2010,April,Sarnath,Lord Cornwallis Tomb,617,2
2010-04-01,2010,April,Sarnath,"Old Fort (Shahi Fort), Jaunpur",6092,3
2010-04-01,2010,April,Sarnath,Observatory of Man Singh,3148,36
2010-04-01,2010,April,Sarnath,Excavated Remains at sarnath,17283,3582
2010-04-01,2010,April,Sarnath,Tomb of Lal Khan,233,0
2010-04-01,2010,April,Sarnath,Ancient Buddhist Site known as Chaukhandi stupa,2165,203
2010-04-01,2010,April,Thrissur,"Bekal Fort, Pallikkare, Distt. Kasargod",10352,22
2010-04-01,2010,April,Thrissur,mattancherry Palace Museum Kochi,10493,2771
2010-04-01,2010,April,Thrissur,"Fort, Palakkad, Palakkad",5214,7
2010-04-01,2010,April,Thrissur,"Fort St. Angelo, Kannur",8130,114
2010-04-01,2010,April,Chennai,Group of Monuments Mamallapuram,38240,1620
2010-04-01,2010,April,Chennai,"Gingee Fort , Gingee",3319,53
2010-04-01,2010,April,Chennai,"Tiger headed Rock cut temple & two other monuments, Saluvankuppam",1355,32
2010-04-01,2010,April,Tiruchirappalli,"Fort on Rock, Dindigual",901,3
2010-04-01,2010,April,Tiruchirappalli,"Moovarkoil, Kodumbalur",718,1
2010-04-01,2010,April,Tiruchirappalli,"Rock-cut Jain Temple, Sittannavasasl",1143,6
2010-04-01,2010,April,Tiruchirappalli,Tirumalai Nayak's Palace Srivilliputhur,1197,18
2010-04-01,2010,April,Tiruchirappalli,"Natural Caven with inscription eladipattam, Sittannavasal",806,21
2010-04-01,2010,April,Tiruchirappalli,"Fort Museum, Thirumayam",9655,172
2010-04-01,2010,April,Tiruchirappalli,Fort Vattakottai,6199,13
2010-04-01,2010,April,Bhopal,Buddhist Caves,639,1
2010-04-01,2010,April,Bhopal,"The palace situated in the fort, Burhanpur",1885,10
2010-04-01,2010,April,Bhopal,Hoshang Shah's Tomb,3886,60
2010-04-01,2010,April,Bhopal,"Group of monument, Royal Palace Mandu",16305,96
2010-04-01,2010,April,Bhopal,Roopmati's Pavilion,11854,56
2010-04-01,2010,April,Bhopal,"Buddhist Monuments, Sanchi",9804,155
2010-04-01,2010,April,Bhopal,Gwalior Fort,9025,273
2010-04-01,2010,April,Bhopal,"Buddhist cave no 01 to 51 Dhamnar, Tehsil Garoth",1308,0
2010-04-01,2010,April,Bhopal,"Badal Mahal Gatwway, Chanderi",418,2
2010-04-01,2010,April,Bhopal,Caves 1 t0 20 Udaygiri Vidisha,1904,26
2010-04-01,2010,April,Bhopal,Bir Singh Palace Datia,933,29
2010-04-01,2010,April,Jabalpur,"Ancient Site and Adamgrah rock shelter, Kalamdi Rasuliya and kishanpur",823,0
2010-04-01,2010,April,Jabalpur,"Western Group of Temples, Khajuraho",8907,1517
2010-04-01,2010,April,Jabalpur,"Group of Temple Parameshvar shiv and Karan Temple, Amarkantak",2127,1
2010-04-01,2010,April,Dharwad,Durga temple complex Aihole,6447,132
2010-04-01,2010,April,Dharwad,"Jaina & Vaishnava Cave, Badami",13520,245
2010-04-01,2010,April,Dharwad,Group of Monuments (WH) Pattadakal,9407,154
2010-04-01,2010,April,Dharwad,"Gol Gumbaz, Vijayapura",31916,65
2010-04-01,2010,April,Dharwad,"Ibrahim Rauza, Bijapur",4702,38
2010-04-01,2010,April,Dharwad,"Temples & Sculpture Shed, lakkumdi",425,2
2010-04-01,2010,April,Hampi,"Group of Monuments, Hampi",23330,1072
2010-04-01,2010,April,Hampi,Bellary Fort,1123,2
2010-04-01,2010,April,Banglore,Dariya Daulath Bagh,22328,484
2010-04-01,2010,April,Banglore,Keshava Temple,6469,313
2010-04-01,2010,April,Banglore,Palace of Tipu Sultan,8393,350
2010-04-01,2010,April,Banglore,Fortress and Temple Chitrudurga Fort,10733,34
2010-04-01,2010,April,Raiganj,Cooch Bihar Palace,16116,1
2010-04-01,2010,April,Raiganj,Hazarduari Palace,22555,57
2010-04-01,2010,April,Kolkata,Bishnupur Temples,5560,18
2010-04-01,2010,April,Kolkata,Metcelf-Hall,18,0
2010-04-01,2010,April,Rajkot,"Asokan Rock Edict, Jungadh",246,6
2010-04-01,2010,April,Rajkot,"Buddhish Caves, Junagadh",752,31
2010-04-01,2010,April,Rajkot,"Baba Pyara Caves,Junagadh & Khapra Khodiya Caves, Junagadh",217,5
2010-04-01,2010,April,Vadodara,"Champaner Monuments, Pavagadh",2101,68
2010-04-01,2010,April,Vadodara,"Sun temple, Modhera",6864,123
2010-04-01,2010,April,Vadodara,"Rani Ki-Vav, Patan",12910,146
2010-04-01,2010,April,Vadodara,"Rudabai Step Well, Adalaj",14334,292
2010-04-01,2010,April,Bhubaneswar,"Sun Temple, Konark",62834,166
2010-04-01,2010,April,Bhubaneswar,Ancient Remains on both Udaigiri & Khandagiri Hills,12231,97
2010-04-01,2010,April,Bhubaneswar,Rajarani Temple,649,19
2010-04-01,2010,April,Bhubaneswar,The Hill Containing Many Valuable Sculptures and Images Ratnagiri,1372,22
2010-04-01,2010,April,Bhubaneswar,Ruins of Buddhist Temples and Images lalitgiri,1665,14
2010-04-01,2010,April,Aurangabad,Ajanta Caves,9892,575
2010-04-01,2010,April,Aurangabad,Ellora Caves,42993,731
2010-04-01,2010,April,Aurangabad,Tomb of Rabia Durani (Bibi ka Maqbara),43963,376
2010-04-01,2010,April,Aurangabad,Daulatabad Fort,20040,222
2010-04-01,2010,April,Aurangabad,Pandulena Caves,6131,34
2010-04-01,2010,April,Aurangabad,Aurangabad Caves,5465,80
2010-04-01,2010,April,Mumbai,Elephanta Caves,23149,1277
2010-04-01,2010,April,Mumbai,Buddhist Caves Kanheri,15373,463
2010-04-01,2010,April,Mumbai,Shaniwarwada,45254,341
2010-04-01,2010,April,Mumbai,Aga  Khan Palace Building,6890,290
2010-04-01,2010,April,Mumbai,"Cave, Temple and Inscriptions, Junaar, Lenyadri",12773,3
2010-04-01,2010,April,Mumbai,"Caves, Temples and inscriptions Karla",7416,69
2010-04-01,2010,April,Mumbai,"Cave Temple & Inscriptions, Bhaja",3207,74
2010-04-01,2010,April,Mumbai,Raigad Fort,8426,3
2010-04-01,2010,April,Mumbai,"Kolaba Fort, Alibag",4333,4
2010-04-01,2010,April,Mumbai,"Old Fort, Sholapur",2157,1
2010-04-01,2010,April,Mumbai,"Janjira Fort, Murd",8639,5
2010-04-01,2010,April,Mumbai,Kondiote Caves,1353,19
2010-04-01,2010,April,Mumbai,Lohgad Fort,4904,17
2010-04-01,2010,April,Nagpur,Gawilgarh Fort,1700,0
2010-04-01,2010,April,Nagpur,"Ancient Buddhist Remains comprising monastery stupa, rock sculptures, inscriptions ect Mansur",61,2
2010-04-01,2010,April,Chandigarh,Suraj Kund,3680,2
2010-04-01,2010,April,Chandigarh,Sheikh Chilli's Tomb,1599,1
2010-04-01,2010,April,Delhi,Khan-I-Khana,63,1
2010-04-01,2010,April,Delhi,Sultanghari Tomb,20,0
2010-04-01,2010,April,Delhi,Tughluqabad,3020,36
2010-04-01,2010,April,Delhi,Red Fort,85078,3533
2010-04-01,2010,April,Delhi,Humayun Tomb,21294,6543
2010-04-01,2010,April,Delhi,Qutub Minar,70621,8803
2010-04-01,2010,April,Delhi,Hauzkhas,4527,81
2010-04-01,2010,April,Delhi,Jantar Mantar,8080,259
2010-04-01,2010,April,Delhi,Safdarjung Tomb,2634,577
2010-04-01,2010,April,Delhi,Kotla Feroz Shah,2874,26
2010-04-01,2010,April,Delhi,Purana Qila,24374,202
2010-04-01,2010,April,Guwahati,Ahom Raja's Palace,1619,6
2010-04-01,2010,April,Guwahati,"Kareghar of Ahom Kings, Sibasagar",4018,19
2010-04-01,2010,April,Guwahati,"Ranghar Pavillion, Jaisagar",2136,16
2010-04-01,2010,April,Guwahati,Bishnudol,775,4
2010-04-01,2010,April,Guwahati,"Group of four MaidansCharaideo, Sibasagar",813,4
2010-04-01,2010,April,Goa,Upper Fort Aguada,31722,306
2010-04-01,2010,April,Hyderabad,Charminar,40561,274
2010-04-01,2010,April,Hyderabad,Golconda,63093,796
2010-04-01,2010,April,Hyderabad,Warangal,3294,9
2010-04-01,2010,April,Jaipur,Ancient Site Bhangarh,6801,67
2010-04-01,2010,April,Jaipur,Baori at Abhaneri,2603,3339
2010-04-01,2010,April,Jaipur,Deeg Bhawan,968,36
2010-04-01,2010,April,Jodhpur,Chittaurgarh Fort,17607,473
2010-04-01,2010,April,Jodhpur,Kumbhalgarh Fort,14884,336
2010-04-01,2010,April,Jodhpur,Marble Pavillion and balustrade on the Ana Sagar bund and ruins of the marble Hammam Behind the Ana sagar Bund,9091,3
2010-04-01,2010,April,Leh,Ancient Palace Leh,2053,205
2010-04-01,2010,April,Patna,"Remains of Patliputra Site of Mauryan Palace, Kumrahar",4084,7
2010-04-01,2010,April,Patna,"Ancient site of Vaishali, Kolhua",2866,414
2010-04-01,2010,April,Patna,Excavated Remains at Nalanda,13642,838
2010-04-01,2010,April,Patna,Ancient Site of Vikramshila Antichak,1960,13
2010-04-01,2010,April,Patna,Sher Shah's Tomb,6959,5
2010-04-01,2010,April,Raipur,Temple of Laxman and Old sites including sculptures sirpur,2291,3
2010-04-01,2010,April,Shimla,"Ruined Fort, kangra",3092,59
2010-04-01,2010,April,Shimla,Rock-cut Temples and Sculptures,2522,58
2010-04-01,2010,April,Srinagar,"Palace Complex at Ramnagar, Distt. Udhampur",259,0
2010-04-01,2010,April,Srinagar,"Avantiswamin Temple, Avantipur, District Pulwama",332,1
2010-04-01,2010,April,Srinagar,"Group of Temples at kiramchi, District Udhampur",201,0
2010-04-01,2010,April,Amaravati,Amaravati mahastupa,305,10
2010-04-01,2010,April,Amaravati,Undavalli caves,3707,16
2010-04-01,2010,April,Amaravati,Nagarjuna Kunda,717,1
2010-04-01,2010,April,Amaravati,Chandragiri Monument,4015,4
2010-04-01,2010,April,Amaravati,"Buddhist Remains on hill top at Guntupalli, W.G.District",887,3
2010-05-01,2010,May,Agra,Taj Mahal,138624,20197
2010-05-01,2010,May,Agra,Agra Fort,64238,15259
2010-05-01,2010,May,Agra,Fatehpur Sikri,15865,6450
2010-05-01,2010,May,Agra,Akbar Tomb Sikandra,7442,637
2010-05-01,2010,May,Agra,Mariam tomb Sikandra,778,14
2010-05-01,2010,May,Agra,Itimad-ud-Daulah-Tomb,5317,3311
2010-05-01,2010,May,Agra,Ram Bagh,2935,12
2010-05-01,2010,May,Agra,Mehtab Bagh,5928,2069
2010-05-01,2010,May,Agra,Mausoleum,17270,456
2010-05-01,2010,May,Lucknow,Site of Sahet mahet,2407,439
2010-05-01,2010,May,Lucknow,Residency Building,3554,102
2010-05-01,2010,May,Lucknow,Piprahwa & Ganwaria,1192,96
2010-05-01,2010,May,Jhansi,"Gupta Temple & Varah Temple, Deogarh",41,0
2010-05-01,2010,May,Jhansi,Kalinjar Fort,2554,4
2010-05-01,2010,May,Jhansi,Rani Lakshmi Bai Mahal,497,1
2010-05-01,2010,May,Jhansi,Rani Jhansi Fort,13179,25
2010-05-01,2010,May,Sarnath,Lord Cornwallis Tomb,579,2
2010-05-01,2010,May,Sarnath,"Old Fort (Shahi Fort), Jaunpur",6639,3
2010-05-01,2010,May,Sarnath,Observatory of Man Singh,3253,37
2010-05-01,2010,May,Sarnath,Excavated Remains at sarnath,16853,3493
2010-05-01,2010,May,Sarnath,Tomb of Lal Khan,250,0
2010-05-01,2010,May,Sarnath,Ancient Buddhist Site known as Chaukhandi stupa,1740,163
2010-05-01,2010,May,Thrissur,"Bekal Fort, Pallikkare, Distt. Kasargod",10637,23
2010-05-01,2010,May,Thrissur,mattancherry Palace Museum Kochi,9067,2394
2010-05-01,2010,May,Thrissur,"Fort, Palakkad, Palakkad",5503,7
2010-05-01,2010,May,Thrissur,"Fort St. Angelo, Kannur",7662,107
2010-05-01,2010,May,Chennai,Group of Monuments Mamallapuram,39838,1688
2010-05-01,2010,May,Chennai,"Gingee Fort , Gingee",3285,53
2010-05-01,2010,May,Chennai,"Tiger headed Rock cut temple & two other monuments, Saluvankuppam",1356,32
2010-05-01,2010,May,Tiruchirappalli,"Fort on Rock, Dindigual",852,3
2010-05-01,2010,May,Tiruchirappalli,"Moovarkoil, Kodumbalur",610,1
2010-05-01,2010,May,Tiruchirappalli,"Rock-cut Jain Temple, Sittannavasasl",1070,6
2010-05-01,2010,May,Tiruchirappalli,Tirumalai Nayak's Palace Srivilliputhur,1052,16
2010-05-01,2010,May,Tiruchirappalli,"Natural Caven with inscription eladipattam, Sittannavasal",885,23
2010-05-01,2010,May,Tiruchirappalli,"Fort Museum, Thirumayam",8892,158
2010-05-01,2010,May,Tiruchirappalli,Fort Vattakottai,6083,12
2010-05-01,2010,May,Bhopal,Buddhist Caves,723,1
2010-05-01,2010,May,Bhopal,"The palace situated in the fort, Burhanpur",1447,8
2010-05-01,2010,May,Bhopal,Hoshang Shah's Tomb,5063,78
2010-05-01,2010,May,Bhopal,"Group of monument, Royal Palace Mandu",16094,95
2010-05-01,2010,May,Bhopal,Roopmati's Pavilion,11928,57
2010-05-01,2010,May,Bhopal,"Buddhist Monuments, Sanchi",8187,130
2010-05-01,2010,May,Bhopal,Gwalior Fort,9772,295
2010-05-01,2010,May,Bhopal,"Buddhist cave no 01 to 51 Dhamnar, Tehsil Garoth",1225,0
2010-05-01,2010,May,Bhopal,"Badal Mahal Gatwway, Chanderi",434,2
2010-05-01,2010,May,Bhopal,Caves 1 t0 20 Udaygiri Vidisha,1710,23
2010-05-01,2010,May,Bhopal,Bir Singh Palace Datia,786,24
2010-05-01,2010,May,Jabalpur,"Ancient Site and Adamgrah rock shelter, Kalamdi Rasuliya and kishanpur",813,0
2010-05-01,2010,May,Jabalpur,"Western Group of Temples, Khajuraho",8879,1512
2010-05-01,2010,May,Jabalpur,"Group of Temple Parameshvar shiv and Karan Temple, Amarkantak",1930,1
2010-05-01,2010,May,Dharwad,Durga temple complex Aihole,6463,133
2010-05-01,2010,May,Dharwad,"Jaina & Vaishnava Cave, Badami",13988,254
2010-05-01,2010,May,Dharwad,Group of Monuments (WH) Pattadakal,7899,129
2010-05-01,2010,May,Dharwad,"Gol Gumbaz, Vijayapura",26372,54
2010-05-01,2010,May,Dharwad,"Ibrahim Rauza, Bijapur",5793,48
2010-05-01,2010,May,Dharwad,"Temples & Sculpture Shed, lakkumdi",509,3
2010-05-01,2010,May,Hampi,"Group of Monuments, Hampi",20625,948
2010-05-01,2010,May,Hampi,Bellary Fort,1014,1
2010-05-01,2010,May,Banglore,Dariya Daulath Bagh,19962,432
2010-05-01,2010,May,Banglore,Keshava Temple,6146,298
2010-05-01,2010,May,Banglore,Palace of Tipu Sultan,9081,378
2010-05-01,2010,May,Banglore,Fortress and Temple Chitrudurga Fort,10927,35
2010-05-01,2010,May,Raiganj,Cooch Bihar Palace,15166,1
2010-05-01,2010,May,Raiganj,Hazarduari Palace,22725,58
2010-05-01,2010,May,Kolkata,Bishnupur Temples,4643,15
2010-05-01,2010,May,Kolkata,Metcelf-Hall,20,0
2010-05-01,2010,May,Rajkot,"Asokan Rock Edict, Jungadh",197,5
2010-05-01,2010,May,Rajkot,"Buddhish Caves, Junagadh",622,26
2010-05-01,2010,May,Rajkot,"Baba Pyara Caves,Junagadh & Khapra Khodiya Caves, Junagadh",181,4
2010-05-01,2010,May,Vadodara,"Champaner Monuments, Pavagadh",2322,76
2010-05-01,2010,May,Vadodara,"Sun temple, Modhera",7485,134
2010-05-01,2010,May,Vadodara,"Rani Ki-Vav, Patan",12433,140
2010-05-01,2010,May,Vadodara,"Rudabai Step Well, Adalaj",14759,300
2010-05-01,2010,May,Bhubaneswar,"Sun Temple, Konark",69877,185
2010-05-01,2010,May,Bhubaneswar,Ancient Remains on both Udaigiri & Khandagiri Hills,9539,76
2010-05-01,2010,May,Bhubaneswar,Rajarani Temple,598,17
2010-05-01,2010,May,Bhubaneswar,The Hill Containing Many Valuable Sculptures and Images Ratnagiri,1241,20
2010-05-01,2010,May,Bhubaneswar,Ruins of Buddhist Temples and Images lalitgiri,1674,14
2010-05-01,2010,May,Aurangabad,Ajanta Caves,9370,545
2010-05-01,2010,May,Aurangabad,Ellora Caves,39149,666
2010-05-01,2010,May,Aurangabad,Tomb of Rabia Durani (Bibi ka Maqbara),36388,311
2010-05-01,2010,May,Aurangabad,Daulatabad Fort,17315,192
2010-05-01,2010,May,Aurangabad,Pandulena Caves,7411,41
2010-05-01,2010,May,Aurangabad,Aurangabad Caves,6506,96
2010-05-01,2010,May,Mumbai,Elephanta Caves,23002,1268
2010-05-01,2010,May,Mumbai,Buddhist Caves Kanheri,16115,485
2010-05-01,2010,May,Mumbai,Shaniwarwada,40735,307
2010-05-01,2010,May,Mumbai,Aga  Khan Palace Building,7091,298
2010-05-01,2010,May,Mumbai,"Cave, Temple and Inscriptions, Junaar, Lenyadri",10938,3
2010-05-01,2010,May,Mumbai,"Caves, Temples and inscriptions Karla",6890,64
2010-05-01,2010,May,Mumbai,"Cave Temple & Inscriptions, Bhaja",2596,60
2010-05-01,2010,May,Mumbai,Raigad Fort,6863,2
2010-05-01,2010,May,Mumbai,"Kolaba Fort, Alibag",3564,3
2010-05-01,2010,May,Mumbai,"Old Fort, Sholapur",2037,1
2010-05-01,2010,May,Mumbai,"Janjira Fort, Murd",7997,4
2010-05-01,2010,May,Mumbai,Kondiote Caves,1624,23
2010-05-01,2010,May,Mumbai,Lohgad Fort,4945,17
